,Te,Tint_moy,ΔT,Irr,Ptot
2023-02-11 12:00:00,7.06416666666666,19.94,12.875833333333341,256.5808654729101,2720.0
2023-02-11 13:00:00,8.66361111111111,19.98,11.316388888888891,232.7178030303027,2696.0
2023-02-11 14:00:00,9.23277777777777,19.97142857142857,10.738650793650802,171.4746900826436,2564.0
2023-02-11 15:00:00,9.66055555555555,19.98,10.31944444444445,151.10049357208368,2490.24
2023-02-11 16:00:00,9.78333333333333,20.002857142857145,10.219523809523816,141.18026859504133,2410.0
2023-02-11 17:00:00,9.51805555555555,19.997142857142855,10.479087301587304,51.57914370982552,2309.0
2023-02-11 18:00:00,9.10416666666666,19.99571428571429,10.891547619047628,8.593319559228648,2230.0
2023-02-11 19:00:00,8.86805555555555,20.02285714285714,11.154801587301591,-0.296430211202938,2220.0
2023-02-11 20:00:00,8.62555555555555,20.002857142857145,11.377301587301595,-0.4450757575757572,2159.0
2023-02-11 21:00:00,8.27472222222222,19.98,11.70527777777778,-0.4146579430670331,2119.0
2023-02-11 22:00:00,8.07777777777777,19.99428571428572,11.91650793650795,-0.3592745638200176,2195.0
2023-02-11 23:00:00,7.93944444444444,20.02428571428572,12.08484126984128,-0.2840909090909091,2179.0
